app,date,score,content
Coupang Eats,2025-11-03 11:11:01,5,언제나 아주 잘쓰고 있음
Coupang Eats,2025-11-03 10:25:00,5,배달해주시는 분의 위치가 실시간으로 표시되어서 너무 좋아요
Coupang Eats,2025-11-03 08:43:13,5,쿠팡이츠여 영원하라~~~
Coupang Eats,2025-11-03 05:35:00,1,광고에서는 나이 상관 없이 할수 있다면서 미성년자는 제한되네요 심지어 면허증을 가지고 있는 상태에서도요 ;;
Coupang Eats,2025-11-02 23:21:01,5,잘 사용하고 있습니다👍
Coupang Eats,2025-11-02 21:14:40,4,간짜장은 맛있어요. 근데 짬뽕은 해산물이 신선한 맛은 없네요
Coupang Eats,2025-11-02 21:09:56,5,"편하고, 할인도 많아좋아요"
Coupang Eats,2025-11-02 20:18:10,5,너무좋아요~할인도 많되고요^^굿
Coupang Eats,2025-11-02 20:09:38,5,쿠폰도 많이주고 좋아요
Coupang Eats,2025-11-02 19:54:30,3,편하고 좋은데 매장 리뷰 왜 지우는지 몰겠네
Coupang Eats,2025-11-02 19:40:18,5,매장에서 먹을때랑 배달 시킬때 가격차가 좀 있네요
Coupang Eats,2025-11-02 19:30:17,5,사용하기 편리합니다
Coupang Eats,2025-11-02 19:25:17,5,쿠팡이츠는 사용하기 편리하고 서비스가 좋습니다
Coupang Eats,2025-11-02 18:33:21,5,여러모로 굉장히 편하네요
Coupang Eats,2025-11-02 18:29:24,5,무료배달이 있어서 좋아요
Coupang Eats,2025-11-02 18:14:15,4,사용하기 편리하고 좋네요
Coupang Eats,2025-11-02 17:58:11,3,이거저거 추가추가 잔대가리 c8
Coupang Eats,2025-11-02 17:43:31,5,배달 빠르고 좋아요.
Coupang Eats,2025-11-02 17:12:57,5,이제는 배민 사용 안하고 쿠팡이츠만 사용합니다
Coupang Eats,2025-11-02 16:50:51,5,아주 만족중 베리굿
Coupang Eats,2025-11-02 15:26:03,5,항상 익숙하게 잘 사용하고 있어요 ㅎㅎㅎ 다만 쿠폰이벤트나 이런걸 많이 해줬으면 좋겠오요
Coupang Eats,2025-11-02 15:07:47,1,"예상 시간보다 더 늘 것 같으면 고지를 해주던가, 쿠폰을 주던가 해야하는 거 아닌가요? 은근슬쩍 5분, 10분 점점 늘려놓는데, 이거 다 한집 배달이라고 해놓고 사실 배달 가다가 새로운 배달 생기면 그거부터 배달해서 무료 배달인 사람들은 배송 시간이 계속 늘어나는 그 우선순위 배달 때문인 거 다 압니다. 쿠팡 이츠 정말 잘 쓰고 있는데 이런 막무가내식 운영 때문에 쿠팡이라는 곳 자체에 점점 정이 떨어지네요."
Coupang Eats,2025-11-02 12:54:29,5,쿠팡회원 쿠팡이츠 무료배송이라 줗아요
Coupang Eats,2025-11-02 12:52:25,5,사용하기 간편해서 좋아요
Coupang Eats,2025-11-02 12:26:24,5,빠른배송 제품좋음. 반품 좋음 다른 앱은 사용하지 않고 쿠팡만 애용함
Coupang Eats,2025-11-02 12:02:33,5,장바구니 담아둔게 계속떠서 그냥 주문하는 실수를 하게 되네요 보안이 필요해요
Coupang Eats,2025-11-02 07:40:09,5,배달 빠르고 맛도 양도 굿!!
Coupang Eats,2025-11-02 04:00:50,2,영업 중이지 않은 가게들을 디스플레이하는 빈도수가 너무 높음 새벽 기준으로 95% 이상은 영업 종료 상태인데 추천으로 뜨니 직접 상호명으로 검색하지 않는 한 주문을 할 수가 없음 당연히 영업 중인 가게 필터링이 있어야 하는거 아닌가요
Coupang Eats,2025-11-02 01:29:25,5,"너무맛잇어요,추천합니다."
Coupang Eats,2025-11-02 01:14:54,5,실시간으로 배달진행 과정이 잘 보여서 편리하고 좋습니다
Coupang Eats,2025-11-02 00:07:12,4,간이 적당한게 맛있네요
Coupang Eats,2025-11-01 22:18:03,5,슈퍼 나이스 👍 배민좀 혼내주이소
Coupang Eats,2025-11-01 20:53:57,5,음식을 맛있게 배달 해줌
Coupang Eats,2025-11-01 20:05:31,5,역시 배달주문도 쿠팡~
Coupang Eats,2025-11-01 19:49:52,5,와우 배달비무료라 자주사용함
Coupang Eats,2025-11-01 19:44:20,4,배민과 건전한 경쟁을 펼치면 소비자에게 좋을것 같습니다.
Coupang Eats,2025-11-01 19:37:58,5,"너무신속하고 정확합니다,늘 만족합니다,"
Coupang Eats,2025-11-01 18:33:14,5,무료배송에 할인쿠폰까지 배달은 여기가 짱
Coupang Eats,2025-11-01 18:30:03,5,타앱보다 할인율이 높아 좋아요
Coupang Eats,2025-11-01 18:24:35,5,bhc 뿌링클 치킨은 정말 맛있어요~
Coupang Eats,2025-11-01 18:02:00,5,빠르고 신속하게 배달 되네요
Coupang Eats,2025-11-01 15:54:28,5,배송이 정확하고 제품이 다양하고
Coupang Eats,2025-11-01 15:16:31,5,이용하기 편하고 좋아요
Coupang Eats,2025-11-01 15:11:23,5,이걸 왜 안써 ? 조아.......
Coupang Eats,2025-11-01 13:58:45,1,배민보다 쿠폰 잘 안줌
Coupang Eats,2025-11-01 13:02:51,5,다른 배달앱에 비해 만족해여
Coupang Eats,2025-11-01 12:23:59,1,배달 개느려서 음식 항상 다 식어서 오네 ㅡㅡ
Coupang Eats,2025-11-01 12:21:15,5,할인 많이 되고 빠릅니다.
Coupang Eats,2025-11-01 11:37:18,5,맛있습니다. 양이 조금적어요.
Coupang Eats,2025-11-01 10:32:40,5,"쿠팡회원이면 배달비 음식비 할이도 되서 거의 배달비1000원에 먹습니다. 너무 좋아요 다른데는 배달비가 너무비싸서 배달시키기 부담인데... 배송도 거의30분이내 먹는거 같아요 한시간을 넘긴다던지 배송지연으로 연락받은적이 없습니다 불편사항시 빠른처리도 좋고 매장과 고객이 다이렉트로 연결이 되지 않는것도 저도 사업자 입장으로 볼땐 좋은시스템 같아요 (진상,막무가내 너무많으니까.)전 모든지인을 쿠팡쓰라고 하고있어요 굿!"
Coupang Eats,2025-11-01 05:42:33,5,주문하기 편리해요 배달 실시간 볼 수 있어요
Coupang Eats,2025-11-01 03:00:22,5,쉽고 빠르게 맛있는 음식을 이용할 수 있어 최고예요.
Coupang Eats,2025-11-01 01:01:13,5,쿠팡멤버십이면 쿠팡이츠가 이득이죠~~
Coupang Eats,2025-11-01 00:46:47,5,넘 사용하기 편해요
Coupang Eats,2025-11-01 00:27:57,5,이용자로서는 좋아요
Coupang Eats,2025-11-01 00:18:32,5,편하고 빠르고 좋아요
Coupang Eats,2025-11-01 00:03:16,5,요즘 무난한게 괜찮음
Coupang Eats,2025-11-01 00:02:53,5,배민보다 좋아요 그건확실함 배민지움
Coupang Eats,2025-10-31 22:48:32,3,결재시 기존 결재가 지속되어 여러 결재수단 사용자는 실수가 많아집니다. 개선바랍니다
Coupang Eats,2025-10-31 22:46:10,5,아주 아주 아주~~~ 잘 사용중입니다!!!
Coupang Eats,2025-10-31 22:36:14,5,좋아요~^^ 가끔 잘쓰고있어요!!
Coupang Eats,2025-10-31 22:21:06,5,좋아요 쿠팡아디로 이용하고 결제하니 이용성이 좋음
Coupang Eats,2025-10-31 22:13:55,5,배달앱 1등입니다!!
Coupang Eats,2025-10-31 21:41:28,5,항상쓰던곳 버리고 이리왔어요. 쿠폰도많고 할인도 더 좋은것같네요
Coupang Eats,2025-10-31 21:24:51,5,너무 편하고 배달비무료가 조아요
Coupang Eats,2025-10-31 21:24:24,5,배달도 빠르고 좋아요
Coupang Eats,2025-10-31 20:31:49,5,배달도 빠르고 너무 잘 이용하고 있습니다
Coupang Eats,2025-10-31 20:11:01,5,적절한 쿠폰이 줘서 넘 좋아요
Coupang Eats,2025-10-31 19:21:04,5,편의성이 높고 다양한 선택이 가능한 앱입니다
Coupang Eats,2025-10-31 19:09:33,4,간혹 가다 자사앱과 비교해서 가격을 놓게 설정해놓은 가게가 보입니다. 쿠팡이츠는 배달료가 무료라서 쓰는건데 이런 식으로 가격을 올려놓으면 사용자 입장에선 배달료를 지불하고 쿠팡이츠를 사용하는거랑 같아 쓸 이유가 사라집니다. 그래서 각 가게마다 신고 할 수 있게 만들어 제재를 할 필요가 있다고 봅니다.
Coupang Eats,2025-10-31 19:02:36,4,주문하려고하면 일부 점포들의 영업시간이 항상 새벽이거나 항상 준비중인 곳 들이 많아요 걸러야 할 곳 들이겠죠?
Coupang Eats,2025-10-31 18:49:09,5,간편하고 구성이 좋아요
Coupang Eats,2025-10-31 18:45:21,5,매우 좋음 잘 사용 중
Coupang Eats,2025-10-31 18:41:13,5,배민보다 할인 많이 받음
Coupang Eats,2025-10-31 18:13:29,5,편리하구 좋아요:)
Coupang Eats,2025-10-31 18:03:52,5,빠른 배달과 무료배달이 아주 흡족합니다
Coupang Eats,2025-10-31 17:51:07,5,좋노 저렴하노 할인되노
Coupang Eats,2025-10-31 17:28:29,5,할인쿠폰도 많고 주문하기 쉽고 보기도 깔끔하고 좋아요
Coupang Eats,2025-10-31 17:07:09,5,걍 쿠팡만세 소비자우선기업은 독점해도댐
Coupang Eats,2025-10-31 16:40:55,5,간편하게 사용하고 도착시간 배달추적이되어 좋아요
Coupang Eats,2025-10-31 16:29:21,5,와우 사용자는 편리합니다
Coupang Eats,2025-10-31 16:22:59,5,맘에 안드는 가게 차단 기능 넣어주세요! 자꾸 헷갈려서 여러번 확인하게 되네여ㅠ
Coupang Eats,2025-10-31 15:06:24,5,쿠팡이츠가 정말 좋습니다 배달시간및 가격대비 할인율도 좋고 배달 무료 굿~~
Coupang Eats,2025-10-31 14:35:30,1,본인 인증이 안돼 왜 안돼지?
Coupang Eats,2025-10-31 13:39:17,5,이벤트도 다양하고 사용하기 편해요.
Coupang Eats,2025-10-31 13:39:12,1,실수로 눌렀는데 원클릭으로 결제 되버리네
Coupang Eats,2025-10-31 12:51:42,5,싸고 빠르고 편리함.
Coupang Eats,2025-10-31 11:58:54,5,무료배달 굿 입니다
Coupang Eats,2025-10-31 11:19:46,1,첫주문 웹툰 케시 안됨 짜증
Coupang Eats,2025-10-31 10:56:58,1,제발 자동차 배달 못하게 하라고 욕나오게 하네 진짜
Coupang Eats,2025-10-31 00:52:24,5,쿠팡이츠~~~ 전 여기로만 배달시켜요
Coupang Eats,2025-10-30 21:23:46,4,도보 자전거 자동차로 배달받기싫은데...선택할수가 없어 아쉬움.배달은 오토바이로만 받고싶음
Coupang Eats,2025-10-30 21:11:29,1,아니 주문하면 오만년이 걸려요 이게 맞아요? 배달비를 좀 줘서 빨리 보내줘요 좀
Coupang Eats,2025-10-30 20:25:15,5,좋네요 사용하길 잘했네요
Coupang Eats,2025-10-30 20:19:58,5,쿠폰도 다양하고 만족해요~
Coupang Eats,2025-10-30 19:43:29,5,간단하고 편리 해서 너무 좋아요
Coupang Eats,2025-10-30 18:25:58,5,편해요~ 배달분들도 친절하고~
Coupang Eats,2025-10-30 18:23:49,5,빠르고 정확한 배달주문에 배달비 무료배달
Coupang Eats,2025-10-30 17:41:47,3,버그가 너무 많음 더블탭시 내의지와 관계없이 결제됨
Coupang Eats,2025-10-30 17:35:42,5,빠르고 확실하고 배송비 없어서 짱 좋음
Coupang Eats,2025-10-30 17:08:50,5,쿠팡이츠는 진짜 너무좋은거 같아요 이거 쓰고 배달웹 딴건 안써요ㅎㅎ
Coupang Eats,2025-10-30 16:33:23,5,좋아요 마음에 들어요
Coupang Eats,2025-10-30 14:13:16,5,배달 서비스가 좋고 저렴한 음식 이벤트 매우 만족함 배민보다 저렴한 배달비
Coupang Eats,2025-10-30 12:45:27,5,배달도 빠르고 괜찬네요
Coupang Eats,2025-10-30 11:09:26,5,쿠팡이츠 어플 괜찮다
Coupang Eats,2025-10-30 09:58:49,1,이딴거 안 시키면 1점이지
Coupang Eats,2025-10-30 09:07:04,3,건의사항 네이버 네비게이션 사용하게 해 주세요
Coupang Eats,2025-10-30 06:28:17,5,저렴ㆍ신선 ㆍ신속에 대명사라 할수 있죠. 항상 감사하넹ᆢ^^
Coupang Eats,2025-10-30 06:28:06,5,세상살기좋은나라예요.쿠팡쵝~오
Coupang Eats,2025-10-30 06:17:31,1,쿠팡이츠 음식 금액과 실제식당 음식의 가격이 2천원정도 차이가 나는거 보고 놀랐어요 이렇게 되면 무료배달은 아닌거죠 ㅎ 네이버에 쳐보니 다 나오더라구요 요즘 왠만하면 그냥 포장 해가지고 와요 ㅠ
Coupang Eats,2025-10-29 23:17:06,5,편하고다양하고 빠른배달도좋읍니다 .굿
Coupang Eats,2025-10-29 22:50:42,5,최고 맛있게. 잘먹었습니다
Coupang Eats,2025-10-29 20:57:23,5,쿠폰이와서 맛있게 먹었습니다 강추요
Coupang Eats,2025-10-29 19:56:31,1,배달 실수 너무 많음 진짜 그냥 배민이 나요 쿠팡이츠 쓰지마세요
Coupang Eats,2025-10-29 19:49:00,5,꾸빵 1등되어라. 전국1등 ㄱㄱㅅ
Coupang Eats,2025-10-29 19:45:11,5,배달앱중 가장 편해요
Coupang Eats,2025-10-29 19:31:06,5,쿠폰도 자주 주고 좋아요.
Coupang Eats,2025-10-29 19:25:12,5,아직까지는 좋음 무료배달까지
Coupang Eats,2025-10-29 19:22:01,1,배달 지연 최악 계속 근처 배달 중 ㅋㅋ
Coupang Eats,2025-10-29 19:00:31,5,사용하기 편하고 좋아요
Coupang Eats,2025-10-29 18:45:36,5,항상 이곳을이용해요 배달비도 쿠팡와우 쓰면 무료고 혜택도많아요!!
Coupang Eats,2025-10-29 18:01:39,5,쿠팡이츠 최고입니다.
Coupang Eats,2025-10-29 17:59:13,5,쿠폰 활용해서 주문 좋아요.
Coupang Eats,2025-10-29 17:23:13,5,"쿠팡이츠, 회원에게 무료배달, 정말 좋아요 😀^^"
Coupang Eats,2025-10-29 16:44:53,1,단가도 짜고 콜 주문도 드럽게 안주고 매장 근처 왔으면 콜을 주던가 그자리에서 얼마나 기다려야하나?? 다른배달앱 없나
Coupang Eats,2025-10-29 15:28:29,5,편하게 잘 쓰고 있습니다
Coupang Eats,2025-10-29 12:15:30,5,친절 배달원/가게주인
Coupang Eats,2025-10-29 12:14:06,5,배달도 빠르고 적극추천합니다
Coupang Eats,2025-10-29 12:08:41,5,고기를 좋아하지 않는 사람도 맛있게 먹을 수 있는 곳이에요~고기에만 집중했어요~진짜 맛있어요!!!!
Coupang Eats,2025-10-29 12:05:36,5,편하구 너무너무좋아요~~!^^
Coupang Eats,2025-10-29 10:36:43,4,배달이 무료라서 좋아요
Coupang Eats,2025-10-29 10:04:16,5,무료배달 이랑 음식할인쿠폰 너뮤좋아료
Coupang Eats,2025-10-29 09:53:59,5,최고의 쿠팡이츠 시스템!! 화이팅입니다.
Coupang Eats,2025-10-29 09:45:21,5,다른 배달앱보다 밥집이 더많고 특히 1인무료배달 메뉴가 많아서 좋아요
Coupang Eats,2025-10-29 06:21:29,2,지도기반 포장 버튼 어디로 갔나요.
Coupang Eats,2025-10-29 06:07:14,5,사용편리하고 배달이빨라요
Coupang Eats,2025-10-29 00:09:41,5,역시 쿠팡이츠는 와우회원으로 인해 할인까지도 더해주니까 배달하는 시간은 요기요나 배민보다 1시간도 못 걸린 채로 훨씬 더더욱 빨리 도착해서 굿~~!!⌃⌃😍😍😊😊👍🏼👍🏼👍🏼
Coupang Eats,2025-10-28 23:43:35,5,덕분에 잘이용중입니다
Coupang Eats,2025-10-28 20:21:12,5,어플앱은역시 플레이스토어
Coupang Eats,2025-10-28 19:59:12,1,미션 떠서 수행했는데 카운트가 안 올라가기에 전화했더니 해당지역이 아니야? 근데 왜 미션 띄워주고 그러시나. 바쁜 시간대에 이런식으로 콜을 뺀다고? 이런 상태인데도 배민만 욕한다고? 광고비 많이 쓰나보다. 혹시나 해서 쿠팡하는 내 잘못이지 뭐.
Coupang Eats,2025-10-28 19:36:46,5,쿠팡멤버쉽이랑 같이 사용할수 있어서 좋습니다.
Coupang Eats,2025-10-28 16:25:53,5,너무 유익하고 빠른 배달어플 최고👍
Coupang Eats,2025-10-28 14:30:07,5,신선하고 콜리티가 좋아요 강추^^
Coupang Eats,2025-10-28 13:21:47,5,배달이 빠르면서 친절해요 저는 배달시킨 가게마다 맛있었지만 이용하시는 분들은 꼭 리뷰 참고해서 주문하시길 바래요
Coupang Eats,2025-10-28 13:13:39,5,종류도많고 배달도빨라좋아요
Coupang Eats,2025-10-28 13:08:57,1,배달원들 동시수행 좀 막으쇼
Coupang Eats,2025-10-28 12:56:16,1,양심 뒤진 어플 배달 아무리 늦어도 지 잘못 없고 배달 예상 시간 야금야금 늘리면서 늦는 것도 다반사
Coupang Eats,2025-10-28 08:28:39,1,나우바 지원해주세요
Coupang Eats,2025-10-27 22:23:46,4,아 솔직히 뭣같은 가게 차단기능 넣어주면 대한민국 배달어플 다 씹어먹는다. 진짜다. 진심으로. 시켜먹을 사람은 다 시켜먹는다. 차단 기능 도입하라. 당신들이 유저친화적이라는 것을 입증하라.
Coupang Eats,2025-10-27 21:42:44,5,그냥 조음.. .. 요기요에서 쿠팡이츠로 갈아탄지 한참되었음.
Coupang Eats,2025-10-27 20:38:11,5,할인쿠폰이 빵빵해요❤❤❤
Coupang Eats,2025-10-27 20:00:22,3,가게가 실수해서 누락된 추가옵션의 환불 수수료를 내 돈에서 뜯어가는건 무슨 생각인건지 모르겠네요. 잘 쓰고있습니다만 오늘은 좀 많이 기분이 나쁩니다.
Coupang Eats,2025-10-27 19:21:59,5,메모 기능이 있으면 좋겠네요. 또는 리뷰 비공개 기능으로. 공개할 정도는 아닌 개인적인 후기를 남길수 있도록
Coupang Eats,2025-10-27 18:53:29,5,아주 유용하게 잘 쓰고 있음! ㅂㅁ과 다르게 배달도 무료고 가끔보면 주문금액도 쿠팡이츠가 더 저렴함
Coupang Eats,2025-10-27 18:32:00,5,아주 맛나게 잘먹었습니다
Coupang Eats,2025-10-27 18:29:48,5,타업체 어플보다 최고임 그저 갓이츠
Coupang Eats,2025-10-27 17:39:47,5,일단 배달 되는 품목이 늘어나고 있어 좋아요
Coupang Eats,2025-10-27 17:04:53,5,퇴근전에 주문해놓고 따로결제 하지않아도되고 편리하고 넘 좋아요^^
Coupang Eats,2025-10-27 14:53:18,5,현장카드 결제도 생겼으면 좋겠다
Coupang Eats,2025-10-27 14:13:11,5,배달비 공짜..배달 빠름
Coupang Eats,2025-10-27 12:35:00,1,쿠폰을 토막내서 주는 미친 발상은 누가했냐 친구초대 이벤트로 2만원 쿠폰준다면서 2천원 3천원 5천원 1만원 따로주고 중복사용 못하게 해놨네 심지어 1만원 쿠폰은 와우전용임 이런걸 정상으로 줄리가없지;; 이렇게 기분나쁘게 줄거면 2만원 쿠폰팩 지원이라고 하지말라고
Coupang Eats,2025-10-27 11:07:35,5,배고파서 밥을 시키지 4 50분가량 쫄쫄 굶다가 환불받으려고 밥을 시킵니까?? 계양구 삽니다 밤10시 넘어서는 왜이렇게 기사님 배차가 안되는 겁니까 유튜브 보면 쿠팡플러스 기사님도 있다는데
Coupang Eats,2025-10-27 08:07:32,5,쿠팡 사용자 최고의 선택
Coupang Eats,2025-10-27 05:44:35,4,다 좋은데 아쉬운거 하나가 가족의 카드로 결제가 안되는게 아쉬워요 따로 배달 같은거 할때 쓰는 카드가 있는데 제 명의는 아니라 등록이 안되서 결제 할때가 늘 불편해요
Coupang Eats,2025-10-27 04:21:54,5,신속 정확한 배달 감사합니다 ~
Coupang Eats,2025-10-27 01:42:19,1,도보 자전거 배달 거절 기능 좀 넣어주세요. 같은 배달비 내고 누구는 빠르게 받고 누구는 도보나 자전거 걸려서 다 식은 음식을 받는게 합리적인건가요?
Coupang Eats,2025-10-27 00:34:54,5,치킨이정말맜있어요.
Coupang Eats,2025-10-26 23:30:20,5,정말 직관적이고 편리해요
Coupang Eats,2025-10-26 22:37:05,5,쉽고 편라고 쿠폰 듬북
Coupang Eats,2025-10-26 22:20:15,5,"빠른배달,좋은품질,추천합니다"
Coupang Eats,2025-10-26 22:06:28,5,실시간 안내와 완벽한 주문 성공률 너무 좋네요. 앱 인터페이스도 깔끔하고 너무 좋아요~
Coupang Eats,2025-10-26 22:06:25,5,배민보다 좋음 개인적으로는? 하지만 대중성이아직은 조금적어서 지인들이 쿠폰선물을 계속 배민쿠폰만줌 ㅠㅠ
Coupang Eats,2025-10-26 21:41:27,5,배송 빠르고 정확해서 항상 쿠팡이츠만 이용합니다
Coupang Eats,2025-10-26 20:10:49,5,최고 최고 잘사용하고있어요~
Coupang Eats,2025-10-26 19:50:44,5,사용 편하고 너무 좋습니다
Coupang Eats,2025-10-26 19:39:50,5,쿠팡때문에 쓰는 배달 어플
Coupang Eats,2025-10-26 18:07:14,5,너무 여러단계의 푸시 알리만 아니라면 최고 입니다!
Coupang Eats,2025-10-26 18:05:50,3,매장 차단 기능도 있었으면 좋겠네요 광고 올라온 매장 먹고 열받은게 한두번 아닌대 보기싫은 매장은 차단하게 해주세요 그외 다 만족합니다
Coupang Eats,2025-10-26 17:57:42,5,배달비 걱정없는 쿠팡이츠
Coupang Eats,2025-10-26 17:38:36,5,빠르고 친절하게 배달해 주셨어요.
Coupang Eats,2025-10-26 17:11:57,5,타사보다 빠르고 좋아요~~!
Coupang Eats,2025-10-26 17:02:24,5,혜택이 많아서 좋음
Coupang Eats,2025-10-26 16:54:16,5,배민 버리고 이거 사용함
Coupang Eats,2025-10-26 16:21:44,5,할인적용 무료배달서비스가 좋아요
Coupang Eats,2025-10-26 16:02:26,5,맛있어요 다른 햄버거보다 야채도 고기질도 좋아요
Coupang Eats,2025-10-26 14:53:28,5,최고의 가성비 편안함 베리굿
Coupang Eats,2025-10-26 14:33:31,5,진짜 편함. 쿠팡이니까 좀 더 믿음직.
Coupang Eats,2025-10-26 14:32:15,5,빠르고 안전하게. 배달되었습니다.
Coupang Eats,2025-10-26 14:11:43,5,결제할때 바로 주문으로 넘어가서 깜박하고 원하는 카드로 결제를 못할때가 많습니다. 이츠앱도 쿠팡앱이 구매하기 누르면 결제화면으로 넘어가는것처럼 결제화면을 한번 거쳤으면 좋을것 같습니다.
Coupang Eats,2025-10-26 14:09:55,5,쿠팡이츠 회원이라 그런지 배달료가 없거나 싸요
Coupang Eats,2025-10-26 13:52:50,5,배달비무료에 쿠폰조아요
Coupang Eats,2025-10-26 13:22:50,5,앱 사용성이 좋네요
Coupang Eats,2025-10-26 13:15:17,5,신속 정확 가성비 짱!!!👍👍
Coupang Eats,2025-10-26 13:10:35,5,훌륭하고 쿠팡와우 혜택으로 배달료 없고 추천메뉴도 좋아요
Coupang Eats,2025-10-26 12:51:21,5,ㅂㄷㅇㅁㅈ보다 더 좋음!! 무배최고
Coupang Eats,2025-10-26 12:41:17,5,사용하기 편합니다 그런데 타지역 주문 주소 설정이 안되요
Coupang Eats,2025-10-26 12:11:14,1,1인분 주문시 최소금액 필터는 누구를 위한 필터인가
Coupang Eats,2025-10-26 11:22:26,5,오?편해요ㅋㅋㅋ배민만편한지알앗더니 다들오세여
Coupang Eats,2025-10-26 08:59:37,5,"이벤트 굿, 쿠폰 굿, 빠른 후속조치 굿"
Coupang Eats,2025-10-26 07:01:44,5,갈수록 좋아지는 중
Coupang Eats,2025-10-26 01:22:08,5,한식이나 디저트 같은 곳 진입후 그 항목들이 사라지지 않아 보기 불편
Coupang Eats,2025-10-26 00:53:51,5,쿠팡 와우회원 혜택 잘받고 있어요
Coupang Eats,2025-10-26 00:19:31,5,전체적으로 편리하고 쿠팡와우랑 연동되어 좋아요 아쉬운 점은 UI가 조금더 직관적이고 색감이 눈에 띄게 바뀐다면 더 좋을것 같습니다
Coupang Eats,2025-10-25 21:08:52,4,만나서 결제가 없어서 아쉽네요
Coupang Eats,2025-10-25 21:02:24,5,"할인, 배달속도 등등 현 최강 배달앱인거 같아요"
Coupang Eats,2025-10-25 20:46:03,5,아주 펀하고 좋아요 한눈에 쉽게 볼수있어요^^
Coupang Eats,2025-10-25 19:56:04,5,1천원 할인 해택이 있고 배달도 빨라서 좋아요 😀
Coupang Eats,2025-10-25 19:27:17,5,와우사용해서 겸사겸사 쓰는데 편함
Coupang Eats,2025-10-25 19:06:52,5,쿠팡이츠 넘 좋음 어차피 쿠팡에서 와우멤버십 쓰는데 배달도 무료라 좋고 배스킨라빈스 할인쿠폰도 자주 줘서 좋음ㅎㅎ
Coupang Eats,2025-10-25 18:28:46,5,good delivery app
Coupang Eats,2025-10-25 18:24:15,5,지금 배달앱중 최고
Coupang Eats,2025-10-25 17:34:03,5,맛있네요 두번째주문입니다 계속 시켜먹을게요
Coupang Eats,2025-10-25 16:07:19,5,배달앱 중 젤 좋음
Coupang Eats,2025-10-25 14:09:34,5,보기가 편하고 사용하기 쉽다
Coupang Eats,2025-10-25 13:07:39,5,잘 쓰고 있어요~~
Coupang Eats,2025-10-25 11:03:25,5,편하고 빠르고 아주좋아요
Coupang Eats,2025-10-25 08:54:38,1,쿠팡아 직원들 퇴직금 똑바로 줘라 ~ 돈 처벌어 구린내 나는 일 뒤 봐주는 검사새끼들 높은자리에 고만 앉히고~
Coupang Eats,2025-10-25 08:45:21,5,빠르다 그거 하나면 끝이다 상생하는 쿠팡이츠를 응원합니다 수수료 더 올리지 마시고!! 파이팅!!
Coupang Eats,2025-10-25 06:19:01,5,배달시켜 먹기엔 배달비가 아깝지만 쿠팡이츠는 공짜네요 어느정도 음식값은 있지만 따뜻하게 먹을수있어 좋습니다
Coupang Eats,2025-10-25 02:07:24,4,1. 스마트폰 전체화면으로 배달현황 보게 해주세요. 화면중간 작은 사이즈로 지도 나오고 배달동선 보이니 답답합니다. 2. 배달기사가 배달시간 연장시킬 때 주문고객에게도 알림 주세요.
Coupang Eats,2025-10-24 21:25:39,4,쿠팡 와우회원우 필수 배달 어플인듯
Coupang Eats,2025-10-24 20:58:32,5,술안주로 맛있게 먹었습니다.
Coupang Eats,2025-10-24 20:01:17,3,좋은데~맛없고 성의없이 장사하는 업체는 더이상 보지않기 기능이 있었으면 좋겠다
Coupang Eats,2025-10-24 20:00:42,5,배민따위랑 비교도 안되게 빠르고 좋아요
Coupang Eats,2025-10-24 19:59:42,4,배달기사 바꾸기 같은 기능있으면좋을듯합니다. 나는 돈내고 한집배달을 하는데 배달콜을 미리선점하는경우가 있네요
Coupang Eats,2025-10-24 19:30:48,1,왜 설치 안되냐 대답해
Coupang Eats,2025-10-24 19:14:56,1,아니 c1바 왜 다운 91%에서 계속멈추는데 관리자 관리안하냐?
Coupang Eats,2025-10-24 19:06:07,5,최고에요~~~!!!
Coupang Eats,2025-10-24 17:52:38,5,타 어플이랑 비교했을 때 좀 불편하다 느끼던 사항들이 업데이트 되어서 좋아요 리뷰 바로 사진 보고 그런 것들 그리고 기사님들 이동루트.무조간 보여주는 것도 아주 좋아요!
Coupang Eats,2025-10-24 17:47:12,2,앱 설치가 20분 넘게 안되고 있어요..
Coupang Eats,2025-10-24 17:14:58,4,빠른배송 및 다양한 음식준비
Coupang Eats,2025-10-24 14:57:23,5,배달비무료가 조아요
Coupang Eats,2025-10-24 13:56:01,5,와우랑 연동돼서 배달비 무료인거 너무너무 좋아요!!
Coupang Eats,2025-10-24 13:14:47,5,좋아요 많이 주문해서 먹을께요
Coupang Eats,2025-10-24 12:34:36,5,10점 만점 화이팅!!
Coupang Eats,2025-10-23 22:03:36,5,과장적인 광고가 없어서 좋아여
Coupang Eats,2025-10-23 20:58:11,5,쉽고 편하고 배달비 상대적으로 작은듯 체감상
Coupang Eats,2025-10-23 20:55:54,5,이제 경험하려 합니다.. 낮설지만 재미있을것 같습니다
Coupang Eats,2025-10-23 20:45:57,5,쿠팡이 저한테는 최고인듯
Coupang Eats,2025-10-23 20:28:41,5,저는 배달 음식.. 좋은 경험만 있어요
Coupang Eats,2025-10-23 20:14:01,5,배달 빠르고 맛있었습니다.
Coupang Eats,2025-10-23 19:51:43,4,사용하기 편하구 좋아요
Coupang Eats,2025-10-23 19:06:49,1,한번씩 지도가 로딩 안되는 현상은 고쳐지질 않네
